# Regular Control Policy ;;;;;;;;;;;;;x
temple_slider_3_option;Taxation;;;;;;;;;;;;;x
temple_slider_3_desc;Taxation Emphasis results in your temple vassals providing the host of the realm with fewer men in exchange for reinforcing the coffers of the realm with more money.;;;;;;;;;;;;;x
temple_slider_4;Mercantile Emphasis for Clergy;;;;;;;;;;;;;x
temple_slider_4_option;Mercantile;;;;;;;;;;;;;x
temple_slider_4_desc;Mercantile Emphasis further results in temple vassals prioritising giving money to the realm rather than manpower.;;;;;;;;;;;;;x
temple_obligations;Clergy Demands;;;;;;;;;;;;;x
temple_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
temple_obligations_0;Lax Demands on Clergy;;;;;;;;;;;;;x
temple_obligations_0_option;Lax;;;;;;;;;;;;;x
temple_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
temple_obligations_1;Lenient Demands on Clergy;;;;;;;;;;;;;x
temple_obligations_1_option;Lenient;;;;;;;;;;;;;x
temple_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
temple_obligations_2;Lawful Demands on Clergy;;;;;;;;;;;;;x
temple_obligations_2_option;Lawful;;;;;;;;;;;;;x
temple_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
temple_obligations_3;Heavy Demands on Clergy;;;;;;;;;;;;;x
temple_obligations_3_option;Heavy;;;;;;;;;;;;x
temple_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
temple_obligations_4;Harsh Demands on Clergy;;;;;;;;;;;;;x
temple_obligations_4_option;Harsh;;;;;;;;;;;;;x
temple_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
# Muslim Category Laws;;;;;;;;;;;;;;x
iqta_slider;Iqta Emphasis;;;;;;;;;;;;;x
iqta_slider_desc;Iqta Emphasis determines the degree by which your vassal iqta contribute either levies or taxes.;;;;;;;;;;;;;x
iqta_slider_0;Martial Emphasis for Iqtedars;;;;;;;;;;;;;x
iqta_slider_0_option;Martial;;;;;;;;;;;;;x
iqta_slider_0_desc;Martial Emphasis stresses out maximizing their obligation to send you men in exchange for being mostly exempt from taxation.;;;;;;;;;;;;;x
iqta_slider_1;Levy Emphasis for Iqtedars;;;;;;;;;;;;;x
iqta_slider_1_option;Levies;;;;;;;;;;;;;x
iqta_slider_1_desc;Levy Emphasis puts precedence on vassal iqta providing men in lieu of money.;;;;;;;;;;;;;x
iqta_slider_2;Balanced Emphasis for Iqtedars;;;;;;;;;;;;;x
iqta_slider_2_option;Balanced;;;;;;;;;;;;;x
iqta_slider_2_desc;Balanced Emphasis means your vassal iqta attempt to strike a balance in the amount of men they provide you and taxes they contribute.;;;;;;;;;;;;;x
iqta_slider_3;Taxation Emphasis for Iqtedars;;;;;;;;;;;;;x
iqta_slider_3_option;Taxation;;;;;;;;;;;;;x
iqta_slider_3_desc;Taxation Emphasis results in your vassal iqta providing less men than they normally would be obliged to in exchange for providing more taxes than usual.;;;;;;;;;;;;;x
iqta_slider_4;Mercantile Emphasis for Iqtedars;;;;;;;;;;;;;x
iqta_slider_4_option;Mercantile;;;;;;;;;;;;;x
iqta_slider_4_desc;Mercantile Emphasis further results in your vassal iqta providing even less men than the norm in exchange for providing even more taxes than is regular..;;;;;;;;;;;;;x
iqta_obligations;Iqta Demands;;;;;;;;;;;;;x
iqta_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
iqta_obligations_0;Lax Demands on Iqtedars;;;;;;;;;;;;;x
iqta_obligations_0_option;Lax;;;;;;;;;;;;;x
iqta_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
iqta_obligations_1;Lenient Demands on Iqtedars;;;;;;;;;;;;;x
iqta_obligations_1_option;Lenient;;;;;;;;;;;;;x
iqta_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
iqta_obligations_2;Lawful Demands on Iqtedars;;;;;;;;;;;;;x
iqta_obligations_2_option;Lawful;;;;;;;;;;;;;x
iqta_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
iqta_obligations_3;Heavy Demands on Iqtedars;;;;;;;;;;;;;x
iqta_obligations_3_option;Heavy;;;;;;;;;;;;x
iqta_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
iqta_obligations_4;Harsh Demands on Iqtedars;;;;;;;;;;;;;x
iqta_obligations_4_option;Harsh;;;;;;;;;;;;;x
iqta_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
tajr_slider;Tajr Emphasis;;;;;;;;;;;;;x
tajr_slider_desc;Tajr Emphasis determines the degree by which your vassal tajr contribute either soldiers or scutage.;;;;;;;;;;;;;x
tajr_slider_0;Martial Emphasis for Tajr;;;;;;;;;;;;;x
tajr_slider_0_option;Martial;;;;;;;;;;;;;x
tajr_slider_0_desc;Martial Emphasis stresses out vassal tajr providing as much soldiery as they can provide in exhange for highly reduced taxation.;;;;;;;;;;;;;x
tajr_slider_1;Levy Emphasis for Tajr;;;;;;;;;;;;;x
tajr_slider_1_option;Levies;;;;;;;;;;;;;x
tajr_slider_1_desc;Levy Emhasis puts precedence on vassal tajr providing more levies in exchange for lowered taxes.;;;;;;;;;;;;;x
tajr_slider_2;Balanced Emphasis for Tajr;;;;;;;;;;;;;x
tajr_slider_2_option;Balanced;;;;;;;;;;;;;x
tajr_slider_2_desc;Balanced Emphasis means your vassal tajr attempt to strike a balance in the amount of soldiers they provide you and scutage and taxes to compensate..;;;;;;;;;;;;;x
tajr_slider_3;Taxation Emphasis for Tajr;;;;;;;;;;;;;x
tajr_slider_3_option;Taxation;;;;;;;;;;;;;x
tajr_slider_3_desc;Taxation Emphasis results in your vassal tajr remitting their income from taxation in exchange for providing fewer soldiers.;;;;;;;;;;;;;x
tajr_slider_4;Mercantile Emphasis Tajr;;;;;;;;;;;;;x
tajr_slider_4_option;Mercantile;;;;;;;;;;;;;x
tajr_slider_4_desc;Mercantile Emphasis furthers the amount of income vassal tajr have to remit in exchange for being mostly exempted from providing soldiers.;;;;;;;;;;;;;x
tajr_obligations;Tajr Demands;;;;;;;;;;;;;x
tajr_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
tajr_obligations_0;Lax Demands on Tajr;;;;;;;;;;;;;x
tajr_obligations_0_option;Lax;;;;;;;;;;;;;x
tajr_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
tajr_obligations_1;Lenient Demands on Tajr;;;;;;;;;;;;;x
tajr_obligations_1_option;Lenient;;;;;;;;;;;;;x
tajr_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
tajr_obligations_2;Lawful Demands on Tajr;;;;;;;;;;;;;x
tajr_obligations_2_option;Lawful;;;;;;;;;;;;;x
tajr_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
tajr_obligations_3;Heavy Demands on Tajr;;;;;;;;;;;;;x
tajr_obligations_3_option;Heavy;;;;;;;;;;;;x
tajr_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
tajr_obligations_4;Harsh Demands on Tajr;;;;;;;;;;;;;x
tajr_obligations_4_option;Harsh;;;;;;;;;;;;;x
tajr_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
imam_slider;Imam Emphasis;;;;;;;;;;;;;x
imam_slider_desc;Imam Emphasis determines the degree the by which your vassal imams contribute either men or money.;;;;;;;;;;;;;x
imam_slider_0;Martial Emphasis for Imams;;;;;;;;;;;;;x
imam_slider_0_option;Martial;;;;;;;;;;;;;x
imam_slider_0_desc;Martial Emphasis stresses out maximizing the number of men vassal imams provide the liege in exchange for keeping most of the money for themselves.;;;;;;;;;;;;;x
imam_slider_1;Levy Emphasis for Imams;;;;;;;;;;;;;x
imam_slider_1_option;Levies;;;;;;;;;;;;;x
imam_slider_1_desc;Levy Emphasis puts precedence in a larger number of men in exchange for providing less money to the realm..;;;;;;;;;;;;;x
imam_slider_2;Balanced Emphasis for Imams;;;;;;;;;;;;;x
imam_slider_2_option;Balanced;;;;;;;;;;;;;x
imam_slider_2_desc;Balanced Emphasis  means your vassal imams attempt to provide an proportionally equivalent amount of men and money to the realm.;;;;;;;;;;;;;x
imam_slider_3;Taxation Emphasis for Imams;;;;;;;;;;;;;x
imam_slider_3_option;Taxation;;;;;;;;;;;;;x
imam_slider_3_desc;Taxation Emphasis results in your vassal imams providing the host of the realm with fewer men in exchange for reinforcing the coffers of the realm with more money.;;;;;;;;;;;;;x
imam_slider_4;Mercantile Emphasis for Imams;;;;;;;;;;;;;x
imam_slider_4_option;Mercantile;;;;;;;;;;;;;x
imam_slider_4_desc;Mercantile Emphasis further results in vassal imams prioritising giving money to the realm rather than manpower.;;;;;;;;;;;;;x
imam_obligations;Imam Demands;;;;;;;;;;;;;x
imam_obligations_desc;Vassal Demands indicate how strict or relaxed the realm is in enforcing lawful obligations, whether towards the hosts or coffers of the realm..;;;;;;;;;;;;;x
imam_obligations_0;Lax Demands on Imams;;;;;;;;;;;;;x
imam_obligations_0_option;Lax;;;;;;;;;;;;;x
imam_obligations_0_desc;Lax Demands are when the realm barely obligates its vassals to provide their lawful share, a state which vassals approve of as it means more power retained for them.;;;;;;;;;;;;;x
imam_obligations_1;Lenient Demands on Imams;;;;;;;;;;;;;x
imam_obligations_1_option;Lenient;;;;;;;;;;;;;x
imam_obligations_1_desc;Lenient Demands show that the realm is slightly relaxed when collecting men and money from its vassals, which vassals like as they have slightly more power retained for them.;;;;;;;;;;;;;x
imam_obligations_2;Lawful Demands on Imams;;;;;;;;;;;;;x
imam_obligations_2_option;Lawful;;;;;;;;;;;;;x
imam_obligations_2_desc;Lawful Demands means the realm requires its vassals to provide exactly what the laws call for, neither more nor less, a fair state of affairs.;;;;;;;;;;;;;x
imam_obligations_3;Heavy Demands on Imams;;;;;;;;;;;;;x
imam_obligations_3_option;Heavy;;;;;;;;;;;;x
imam_obligations_3_desc;Heavy Demands causes the realm to demand its vassals to provide more than what is lawfully asked of them, a state vassals naturally disapprove of.;;;;;;;;;;;;;x
imam_obligations_4;Harsh Demands on Imams;;;;;;;;;;;;;x
imam_obligations_4_option;Harsh;;;;;;;;;;;;;x
imam_obligations_4_desc;Harsh Demands makes the realm outright demand their vassals to provide much more than what they are lawfully required to provide, a state of affairs which vassals despise for obvious reasons.;;;;;;;;;;;;;x
# Pagan Category Laws;;;;;;;;;;;;;;
clanic_castle_control;Martial Disposition;;;;;;;;;;;;;x
clanic_castle_control_desc;Martial Disposition indicates how much the warrior class of the realm respects the current authority of their high overlord, and with it the amount of their contribution. Support from the warrior class contributes to the overlord's legitimacy towards Tribal and Feudal vassals, and can be used to increase control over clans and tribes. It also influences the number of soldiers from lower chiefs who will defend their provinces and follow the overlord in war. Increasing one's authority and good generalship will go far towards improving the warriors' disposition.\n\nThe warrior class is very unlikely to reduce its disposition while their overlord is a main war protagonist.;;;;;;;;;;;;;x
clanic_castle_control_0;Apathetic Martial Disposition;;;;;;;;;;;;;x
clanic_castle_control_0_option;Apathy;;;;;;;;;;;;;x
clanic_castle_control_0_desc;The warrior class of the realm holds little respect for their unworthy high overlord, and not only provide far less gold and steel but also fewer eager fighters for the high overlord's host.\n;;;;;;;;;;;;;x
clanic_castle_control_1;Interested Martial Disposition;;;;;;;;;;;;;x
clanic_castle_control_1_option;Interest;;;;;;;;;;;;;x
clanic_castle_control_1_desc;The warrior class of the realm find their current high overlord potentially worthy of respect, a level enough to slightly reduce their apprehensions with their high overlord but not eliminate it entirely.\n;;;;;;;;;;;;;x
clanic_castle_control_2;Respectful Martial Disposition;;;;;;;;;;;;;x
clanic_castle_control_2_option;Respect;;;;;;;;;;;;;x
clanic_castle_control_2_desc;The warrior class of the realm now openly respect the authority of their high overlord, and with it comes their willingness to be more generous in their support of the high overlord's endeavors, be it in coin or blood.\n;;;;;;;;;;;;;x
clanic_castle_control_2_effect_1;Provinces will benefit from §YRespectful Warriors§!, applying the following §Yprovince modifiers§!:\nLevy Size: §G+20%§!\nGarrison Size: §G+40%§!\nLocal Tax Modifier: §G+10%§!\n;;;;;;;;;;;;;x
clanic_castle_control_3;Loyal Martial Disposition;;;;;;;;;;;;;x
clanic_castle_control_3_option;Loyalty;;;;;;;;;;;;;x
clanic_castle_control_3_desc;The warrior class of the realm have gone beyond mere respect and now openly display loyalty to the cause of their high overlord, flocking not only in greater numbers but also accepting of the high overlord's desire to further increase the policies of the Crown to a certain extent.\n;;;;;;;;;;;;;x
clanic_castle_control_3_effect_1;Provinces will benefit from §YLoyal Warriors§!, applying the following §Yprovince modifiers§!:\nLevy Size: §G+50%§!\nGarrison Size: §G+100%§!\nLocal Tax Modifier: §G+20%§!\n;;;;;;;;;;;;;x
clanic_castle_control_4;Devoted Martial  Disposition;;;;;;;;;;;;;x
clanic_castle_control_4_option;Devotion;;;;;;;;;;;;;x
clanic_castle_control_4_desc;The warrior class of the realm are completely enamored and devoted to their high overlord, and willingly offer the high overlord the majority of their power as well as support for complete integration of tribes and clans.\n;;;;;;;;;;;;;x
clanic_castle_control_4_effect_1;Provinces will benefit from §YDevoted Warriors§!, applying the following §Yprovince modifiers§!:\nLevy Size: §G+100%§!\nGarrison Size: §G+200%§!\nLocal Tax Modifier: §G+50%§!\n;;;;;;;;;;;;;x
clanic_city_control;Mercantile Disposition;;;;;;;;;;;;;x
clanic_city_control_desc;Mercantile Disposition indicates how much the merchant class of the realm respect the current authority of their high overlord, and with it the amount of their contribution. Support from the merchant class contributes to the overlord's legitimacy towards Tribal and Urban vassals, and can be used to increase control over clans and tribes. It also influences tribal merchants' financial contribution and the volume of taxes cities accept transferring to their overlord. Increasing one's authority and sound management skills will go far towards improving the merchant class's disposition. The merchants will also show themselves receptive to gold's raw persuasion power.\n\nThe merchant class is less likely to reduce its disposition while the overlord maintains an affluent treasury.;;;;;;;;;;;;;x
clanic_city_control_0;Apathetic Mercantile  Disposition;;;;;;;;;;;;;x
clanic_city_control_0_option;Apathy;;;;;;;;;;;;;x
clanic_city_control_0_desc;The merchant class of the realm hold little respect for their unworthy high overlord, and are reluctant to provide their high overlord with any support.\n;;;;;;;;;;;;;x
clanic_city_control_1;Interested Mercantile Disposition;;;;;;;;;;;;;x
clanic_city_control_1_option;Interest;;;;;;;;;;;;;x
clanic_city_control_1_desc;The merchant class of the realm find their current high overlord potentially worthy of respect, a level enough to slightly reduce their apprehensions with their high overlord but not eliminate it entirely.\n;;;;;;;;;;;;;x
clanic_city_control_2;Respectful Mercantile Disposition;;;;;;;;;;;;;x
clanic_city_control_2_option;Respect;;;;;;;;;;;;;x
clanic_city_control_2_desc;The merchant class of the realm now openly respect the authority of their high overlord, and with it comes their willingness to be more generous in their support of the high overlord's endeavors, be it in coin or support to development projects.\n;;;;;;;;;;;;;x
clanic_city_control_2_effect_1;Provinces will benefit from §YRespectful Merchants§!, applying the following §Yprovince modifiers§!:\nLocal Tax Modifier: §G+20%§!\nLocal Construction Costs: §G-10%§!\n;;;;;;;;;;;;;x
clanic_city_control_3;Loyal Mercantile Disposition;;;;;;;;;;;;;x
clanic_city_control_3_option;Loyalty;;;;;;;;;;;;;x
clanic_city_control_3_desc;The merchant class of the realm have gone beyond mere respect and now openly display loyalty to the cause of their high overlord, providing more taxes and support to development projects.\n;;;;;;;;;;;;;x
clanic_city_control_3_effect_1;Provinces will benefit from §YLoyal Merchants§!, applying the following §Yprovince modifiers§!:\nLocal Tax Modifier: §G+50%§!\nLocal Construction Costs: §G-20%§!\n;;;;;;;;;;;;;x
clanic_city_control_4;Devoted Mercantile Disposition;;;;;;;;;;;;;x
clanic_city_control_4_option;Devotion;;;;;;;;;;;;;x
clanic_city_control_4_desc;The merchant class of the realm are completely enamored and devoted to their high overlord, and willingly offer the high overlord a large share of their own affluence in direct taxes and support to development projects.\n;;;;;;;;;;;;;x
clanic_city_control_4_effect_1;Provinces will benefit from §YDevoted Merchants§!, applying the following §Yprovince modifiers§!:\nLocal Tax Modifier: §G+100%§!\nLocal Construction Costs: §G-50%§!\n;;;;;;;;;;;;;x
clanic_temple_control;Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_desc;Clerical Disposition indicates how much the priest class of the realm respect the current authority of their high overlord, and with it the amount of their contribution. Support from the priest class contributes to the overlord's legitimacy towards Tribal and Clerical vassals, and can be used to increase control over clans and tribes. In particular, support of the clerical class is important to provide warriors with a superior cause to risk their lives to defend their lands and to join for their overlord's wars. If supportive, the priests will also support the spread of knwoledge, political stability, conversion of infidels and their overlord's spiritual aura. Increasing one's authority, due respect to the Divine and spiritual knowledge will go far towards improving the priests' disposition.\n\nThe priest class is less likely to reduce its disposition as long as the overlord displays high piety.;;;;;;;;;;;;;x
clanic_temple_control_0;Apathetic Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_0_option;Apathy;;;;;;;;;;;;;x
clanic_temple_control_0_desc;The priest class of the realm hold little respect for their unworthy high overlord, and with it comes not only fewer soldiers and scutage, but also a marked decrease in the zeal of those who do are forced to fight for the high overlord.\n;;;;;;;;;;;;;x
clanic_temple_control_1;Interested Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_1_option;Interest;;;;;;;;;;;;;x
clanic_temple_control_1_desc;The priest class of the realm find their current high overlord potentially worthy of respect, a level enough to slightly reduce their apprehensions with their high overlord, but not eliminate it entirely.\n;;;;;;;;;;;;;x
clanic_temple_control_2;Respectful Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_2_option;Respect;;;;;;;;;;;;;x
clanic_temple_control_2_desc;The priest class of the realm now openly respect the authority of their high overlord, and with it comes their willingness to be more involved in their support to the high overlord's endeavors, be it in coin, blood or zeal.\n;;;;;;;;;;;;;x
clanic_temple_control_2_effect_1;Provinces will benefit from §YRespectful Priests§!, applying the following §Yprovince modifiers§!:\nSiege Defense: §G+20%§!\nLocal Revolt Risk: §G-1%§!\nOverlord's Piety Gain: §G+1%§!\nTechnology Spread Rate: §G+10%§!\n;;;;;;;;;;;;;x
clanic_temple_control_2_effect_2;§G+20%§! monthly chance of province or character conversion when proselytizing.\n;;;;;;;;;;;;;x
clanic_temple_control_3;Loyal Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_3_option;Loyalty;;;;;;;;;;;;;x
clanic_temple_control_3_desc;The priest class of the realm have gone beyond mere respect and now openly display loyalty to the cause of their high overlord. Their fervor provides a welcome support in strengthening warriors' morale resolve, stabilizing the realm, strengthening the overlord's spiritual aura and spreading knowledge.\n;;;;;;;;;;;;;x
clanic_temple_control_3_effect_1;Provinces will benefit from §YLoyal Priests§!, applying the following §Yprovince modifiers§!:\nSiege Defense: §G+50%§!\nLocal Revolt Risk: §G-2%§!\nOverlord's Piety Gain: §G+2%§!\nTechnology Spread Rate: §G+20%§!\n;;;;;;;;;;;;;x
clanic_temple_control_3_effect_2;§G+50%§! monthly chance of province or character conversion when proselytizing.\n;;;;;;;;;;;;;x
clanic_temple_control_4;Devoted Clerical Disposition;;;;;;;;;;;;;x
clanic_temple_control_4_option;Devotion;;;;;;;;;;;;;x
clanic_temple_control_4_desc;The priest class of the realm are completely enamored and devoted to their high overlord, and enthusiastically use their influence over the win population's soul and hear to the overlord. Their zeal provides a great help in strengthening warriors' morale resolve, stabilizing the realm, strengthening the overlord's spiritual aura and spreading knowledge.;;;;;;;;;;;;;x
clanic_temple_control_4_effect_1;Provinces will benefit from §YDevoted Priests§!, applying the following §Yprovince modifiers§!:\nSiege Defense: §G+100%§!\nLocal Revolt Risk: §G-5%§!\nOverlord's Piety Gain: §G+5%§!\nTechnology Spread Rate: §G+50%§!\n;;;;;;;;;;;;;x
clanic_temple_control_4_effect_2;§G+70%§! monthly chance of province or character conversion when proselytizing.\n;;;;;;;;;;;;;x
# Pagan Disposition Changes;;;;;;;;;;;;;;
#(in case I make the flags into modifiers);;;;;;;;;;;;;;
martial_disposition_0;Warrior Class Apathy;;;;;;;;;;;;;;
martial_disposition_1;Warrior Class Interest;;;;;;;;;;;;;;
martial_disposition_2;Warrior Class Respect;;;;;;;;;;;;;;
martial_disposition_3;Warrior Class Loyalty;;;;;;;;;;;;;;
martial_disposition_4;Warrior Class Devotion;;;;;;;;;;;;;;
mercantile_disposition_0;Merchant Class Apathy;;;;;;;;;;;;;;
mercantile_disposition_1;Merchant Class Interest;;;;;;;;;;;;;;
mercantile_disposition_2;Merchant Class Respect;;;;;;;;;;;;;;
mercantile_disposition_3;Merchant Class Loyalty;;;;;;;;;;;;;;
mercantile_disposition_4;Merchant Class Devotion;;;;;;;;;;;;;;
missionary_disposition_0;Priest Class Apathy;;;;;;;;;;;;;;
missionary_disposition_1;Priest Class Interest;;;;;;;;;;;;;;
missionary_disposition_2;Priest Class Respect;;;;;;;;;;;;;;
missionary_disposition_3;Priest Class Loyalty;;;;;;;;;;;;;;
missionary_disposition_4;Priest Class Devotion;;;;;;;;;;;;;;
# level-transition events;;;;;;;;;;;;;;
EVTDESCclaniclaws.110;The warrior class of the realm are starting to find interest in your proof of authority, and no longer actively disdain you as before.;;;;;;;;;;;;;x
EVTOPTclaniclaws.110;One step at a time!;;;;;;;;;;;;;x
EVTDESCclaniclaws.120;The warrior class of the realm now openly respect your authority, and voluntarily contribute their resources to your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.120;I have proven my worth!;;;;;;;;;;;;;x
EVTDESCclaniclaws.130;The warrior class of the realm now go beyond mere respect to true loyalty, and dedicate themselves and their resources to further your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.130;With men like these!;;;;;;;;;;;;;x
EVTDESCclaniclaws.140;The warrior class of the realm are now utterly devoted to you, providing you the majority if not the entirety of their power.;;;;;;;;;;;;;x
EVTOPTclaniclaws.140;The world is ripe for the taking!;;;;;;;;;;;;;x
EVTDESCclaniclaws.111;The warrior class of the realm have lost the previous interest they had in you, and once again hold you in disdain.;;;;;;;;;;;;;x
EVTOPTclaniclaws.111;For now...;;;;;;;;;;;;;x
EVTDESCclaniclaws.121;The warrior class class of the realm no longer hold openly respect you, though they still hold some amount of interest in your potential.;;;;;;;;;;;;;x
EVTOPTclaniclaws.121;I shall prove them mistaken.;;;;;;;;;;;;;x
EVTDESCclaniclaws.131;The warrior class of the realm no longer hold you in high regard as to swear true loyatly to you as before, but still view you with enough respect and support regardless.;;;;;;;;;;;;;x
EVTOPTclaniclaws.131;I can recover that glory.;;;;;;;;;;;;;x
EVTDESCclaniclaws.141;The warrior class of the realm are no longer enamored and blindly devoted to you, but nonetheless still remain loyal and view you in high regard.;;;;;;;;;;;;;x
EVTOPTclaniclaws.141;It is enough, for now.;;;;;;;;;;;;;x
EVTDESCclaniclaws.210;The merchant class of the realm are starting to find interest in your proof of authority, and no longer actively disdain you as before.;;;;;;;;;;;;;x
EVTOPTclaniclaws.210;One step at a time!;;;;;;;;;;;;;x
EVTDESCclaniclaws.220;The merchant class of the realm now openly respect your authority, and voluntarily contribute their resources to your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.220;I have proven my worth!;;;;;;;;;;;;;x
EVTDESCclaniclaws.230;The merchant class of the realm now go beyond mere respect to true loyalty, and dedicate themselves and their resources to further your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.230;With men like these!;;;;;;;;;;;;;x
EVTDESCclaniclaws.240;The merchant class of the realm are now utterly devoted to you, providing you the majority if not the entirety of their power.;;;;;;;;;;;;;x
EVTOPTclaniclaws.240;The world is ripe for the taking!;;;;;;;;;;;;;x
EVTDESCclaniclaws.211;The merchant class of the realm have lost the previous interest they had in you, and once again hold you in disdain.;;;;;;;;;;;;;x
EVTOPTclaniclaws.211;For now...;;;;;;;;;;;;;x
EVTOPTclaniclaws.211b;But they are still interested in gold...;;;;;;;;;;;;;x
EVTDESCclaniclaws.221;The merchant class class of the realm no longer hold openly respect you, though they still hold some amount of interest in your potential.;;;;;;;;;;;;;x
EVTOPTclaniclaws.221;I shall prove them mistaken.;;;;;;;;;;;;;x
EVTOPTclaniclaws.221b;But they still respect gold...;;;;;;;;;;;;;x
EVTDESCclaniclaws.231;The merchant class of the realm no longer hold you in high regard as to swear true loyatly to you as before, but still view you with enough respect and support regardless.;;;;;;;;;;;;;x
EVTOPTclaniclaws.231;I can recover that glory.;;;;;;;;;;;;;x
EVTOPTclaniclaws.231b;But they are still loyal to gold...;;;;;;;;;;;;;x
EVTDESCclaniclaws.241;The merchant class of the realm are no longer enamored and blindly devoted to you, but nonetheless still remain loyal and view you in high regard.;;;;;;;;;;;;;x
EVTOPTclaniclaws.241;It is enough, for now.;;;;;;;;;;;;;x
EVTOPTclaniclaws.241b;But they still love gold...;;;;;;;;;;;;;x
EVTDESCclaniclaws.310;The priest class of the realm are starting to find interest in your proof of authority, and no longer actively disdain you as before.;;;;;;;;;;;;;x
EVTOPTclaniclaws.310;One step at a time!;;;;;;;;;;;;;x
EVTDESCclaniclaws.320;The priest class of the realm now openly respect your authority, and voluntarily contribute their resources to your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.320;I have proven my worth!;;;;;;;;;;;;;x
EVTDESCclaniclaws.330;The priest class of the realm now go beyond mere respect to true loyalty, and dedicate themselves and their resources to further your cause.;;;;;;;;;;;;;x
EVTOPTclaniclaws.330;With men like these!;;;;;;;;;;;;;x
EVTDESCclaniclaws.340;The priest class of the realm are now utterly devoted to you, providing you the majority if not the entirety of their power.;;;;;;;;;;;;;x
EVTOPTclaniclaws.340;The world is ripe for the taking!;;;;;;;;;;;;;x
EVTDESCclaniclaws.311;The priest class of the realm have lost the previous interest they had in you, and once again hold you in disdain.;;;;;;;;;;;;;x
EVTOPTclaniclaws.311;For now...;;;;;;;;;;;;;x
EVTDESCclaniclaws.321;The priest class class of the realm no longer hold openly respect you, though they still hold some amount of interest in your potential.;;;;;;;;;;;;;x
EVTOPTclaniclaws.321;I shall prove them mistaken.;;;;;;;;;;;;;x
EVTDESCclaniclaws.331;The priest class of the realm no longer hold you in high regard as to swear true loyatly to you as before, but still view you with enough respect and support regardless.;;;;;;;;;;;;;x
EVTOPTclaniclaws.331;I can recover that glory.;;;;;;;;;;;;;x
EVTDESCclaniclaws.341;The priest class of the realm are no longer enamored and blindly devoted to you, but nonetheless still remain loyal and view you in high regard.;;;;;;;;;;;;;x
EVTOPTclaniclaws.341;It is enough, for now.;;;;;;;;;;;;;x
#EVTDESC303023;Maintenance event;;;;;;;;;;;;;x
