EVTDESC_WoL_5007_bear;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a fearsome great white bear! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant ours blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Auf der Jagd werdet Ihr in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr etwas Seltsames in der Ferne... Ihr reitet näher heran und seht einen furchterregenden großen weißen Bären! Während Ihr Euch ihm vorsichtig nähert, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, aber aufgrund des schwierigen Geländes könnt Ihr ihn nicht einholen.\n\nWährend Ihr zu Eurer Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo oso blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_tiger;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a fearsome great white tiger! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un terrifiant tigre blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Tiger zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un tremendo tigre blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelvas con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTDESC_WoL_5007_lion;On the hunt, you get separated from your party in the wilderness. As you are roaming around and trying to find your bearings, you glimpse something strange in the distance... you ride closer and see a majestic great white lion! As you cautiously approach, it sees you and runs away. You try to follow but are unable to catch up in the difficult terrain.\n\nAs you get back to your party, you find you can't stop thinking about this strange animal.;Pendant la chasse, vous perdez votre groupe de vue et vous vous retrouvez seul dans la nature. Alors que vous essayez de vous repérer, vous entrevoyez quelque chose d'étrange au loin... Vous chevauchez dans sa direction et découvrez un majestueux lion blanc ! Vous vous approchez doucement, mais la bête vous aperçoit et s'enfuit. Vous tentez de la suivre mais le terrain accidenté vous empêche de la rattraper.\n\nVous rejoignez votre groupe de chasse sans parvenir à chasser l'étrange animal de votre mémoire.;Als Ihr auf der Jagd in der Wildnis von Eurer Jagdgesellschaft getrennt. Beim Versuch die Gruppe wiederzufinden erblickt Ihr in der Ferne etwas Seltsames... Es scheint sich um einen majestätischen weißen Löwen zu handeln! Doch dann, beim Versuch sich ihm zu nähern, wird er auf Euch aufmerksam und ergreift die Flucht. Ihr versucht, ihn zu verfolgen, könnt ihn aber aufgrund des schwierigen Geländes nicht einholen.\n\nWährend Ihr zur Jagdgesellschaft zurückkehrt, müsst Ihr ständig an dieses seltsame Tier denken.;;Durante la caza, te separas de tus compañeros en el páramo. Mientras das vueltas y tratas de encontrar tu rumbo, vislumbras a algo extraño en la distancia… ¡Cabalgas cerca y ves un majestuoso león blanco! Como te lo acercas cautelosamente, te ve y se escapa. Tratas de seguirlo pero eres incapaz de alcanzarlo en este terreno difícil.\n\nCuando vuelves con los tuyos, descubres que no puedes dejar de pensar en este extraño animal.;;;;;;;;;x
EVTOPTB_WOL_10116;Please excuse [steward.GetHerHim], I'm trying to raise this street urchin to a civilized life.;Veuillez lui pardonner, il a grandi dans les rues, j'essaie de lui donner une éducation.;Beachtet ihn nicht weiter, ich versuche, dieses Gassenkind zu einem zivilisierten Menschen zu erziehen.;;Perdónalo, por favor trato de criar a este golfo callejero a una vida civilizada.;;;;;;;;;x
EVTDESC3451;I have grown tired of the cynical ways of [From.GetTitledFirstName] and [From.GetHerHis] conviction that everybody lies.;J’en ai assez du cynisme de [From.GetTitledFirstName] et de sa conviction que tout le monde ment.;Ich habe den Zynismus von [From.GetTitledFirstName] und [From.GetHerHis] Überzeugung, dass jeder lügt, satt.;;Estoy harto del cinismo de [From.GetTitledFirstName] y de su convicción de que todos mienten.;;;;;;;;;x
EVTTOOLTIP100202;[Root.GetTitledFirstName] reluctantly tries to teach [This.GetTitledFirstName] how to use a sword;[Root.GetTitledFirstName] tente à contrecoeur d'enseigner à [This.GetTitledFirstName] le maniement d'une épée.;[Root.GetTitledFirstName] versucht widerwillig [This.GetTitledFirstName] beizubringen, wie man ein Schwert benutzt;;[Root.GetTitledFirstName] a regañadientes intenta enseñar a [This.GetTitledFirstName] cómo usar una espada;;;;;;;;;x
EVTDESC73006;My trusted and devoted chamberlain just brought to my attention that one of the serving maids has given birth to a child. According to him, my son is the father.;Mon fidèle et dévoué chambellan vient d’attirer mon attention sur le fait qu’une de mes servantes a donné naissance à un enfant. Selon lui, mon fils est le père de cet enfant.;Mein getreuer und ergebener Kammerherr hat mich darauf aufmerksam gemacht, dass eine der Dienerinnen ein Kind geboren hat. Er behauptet, dass mein Sohn der Vater sei.;;Mi leal y devoto chambelán me dijo que una criada había tenido un hijo. Según el, su padre es mi hijo.;;;;;;;;;x
EVTDESC_WOL_10303;Someone once told you that any self-respecting garden has a fountain. Now you have the opportunity to build one fountain for your garden to flaunt your extravagance.;Tout jardin qui se respecte possède une fontaine, vous a-t-on dit un jour. Vous pouvez maintenant faire construire la vôtre afin de mettre en valeur votre extravagance.;Jeder Garten, der etwas auf sich hält, braucht einen Springbrunnen, hat Euch jemand einmal gesagt. Nun habt Ihr die Möglichkeit, einen Springbrunnen in Euren Garten einzubauen, um für etwas Prunk zu sorgen.;;Alguien te dijo una vez que todo jardín que se respete tiene una fuente. Ahora tiene la posibilidad de crear una fuente de tu jardín para alardear de extravagancia.;;;;;;;;;x
HINT_SPLASH_VICTORY;You cannot hold infinite amounts of land yourself. To expand, you will need to rely on vassal rulers. Keep them happy with titles and gifts lest they decide to revolt! The game will end in 9999, if your line can stay in power that long and your computer doesn't break down...;Vous pouvez tenir un nombre illimité de terres à votre nom. Pour agrandir votre territoire, vous devrez compter sur des vassaux. Comblez leurs désirs à l'aide de titres et de présents si vous souhaitez éviter une révolte ! La partie se terminera en 1452, si votre lignée réussit à rester au pouvoir aussi longtemps...;Als Einzelperson könnt Ihr nicht unendlich viel Land selbst kontrollieren. Um dennoch zu expandieren, müsst Ihr auf Vasallenherrscher setzen. Titel und Geschenke sorgen dafür, dass die Vasallen zufrieden sind und keinen Aufstand anzetteln. Das Spiel endet im Jahre 1452, vorausgesetzt, Eure Familie kann sich so lange halten...;;No puedes mantener cantidades infinitas de tierra. Para expandirte, tendrás que confiar en los gobernantes vasallos. ¡Mantenerlos contentos con títulos y regalos hará que estén menos dispuestos a rebelarse! El juego termina en 1452, si tu línea puede permanecer tanto tiempo en el poder...;;;;;;;;;x
EVTNAME60520;The Great Horde;Les Mongols;Die Mongolen;;Los mongoles;;;;;;;;;x
CB_NAME_LOWER_CROWN_AUTHORITY_LAW;Deentralization;;;;;;;;;x
WAR_NAME_LOWER_CROWN_AUTHORITY_LAW;$ORDER$$SECOND_ADJ$ Civil War to Decentralize;;;;;;;;;x
faction_lower_crown_authority_short;Decentralize;Diminuer l'autorité de la couronne;Schwächere Kronenherrschaft;;Reducir la autoridad de la Corona;;;;;;;;;x;;
faction_lower_crown_authority_title;Decentralize [This.GetName];Diminuer l'autorité de la couronne à [This.GetName] ;Schwächere Kronenherrschaft in [This.GetName];;Reducir la autoridad de la Corona en [This.GetName];;;;;;;;;x;;
faction_lower_crown_authority_desc;Members seek to decentralize [This.GetName]. When sufficiently powerful, §Y[From.GetBestName]§! may present an ultimatum to §Y[From.Liege.GetBestName]§!.;Les membres d'une faction cherchent à diminuer l'autorité de la couronne à [This.GetName]. Une fois son soutien assuré, §Y[From.GetBestName]§! pourra lancer un ultimatum à §Y[From.Liege.GetBestName]§!.;Mitglieder streben die Einführung einer schwächeren Kronenherrschaft in [This.GetName] an. Sobald §Y[From.GetBestName]§! mächtig genug ist, könnte §Y[From.Liege.GetBestName]§! ein Ultimatum gestellt werden.;;Pretenden reducir la autoridad de la Corona en [This.GetName]. Cuando sean suficientemente poderosos, §Y[From.GetBestName]§! podrá enviar un ultimátum a §Y[From.Liege.GetBestName]§!.;;;;;;;;;x;;
EVTDESC3700;'Would you mind helping me with my new hunting bird?'\n\nI was asked to take a look and maybe help train a new falcon for a friend.;Voulez-vous m'aider avec mon nouvel oiseau de chasse ? \n\nOn m'a demandé d'essayer de dresser un nouveau faucon pour un ami.;'Würdet Ihr mir mit meinem neuen Jagdvogel zur Hand gehen?'\n\nMan hat mich um meine Hilfe bei der Ausbildung eines neuen Jagdfalken für einen Freund gebeten.;;¿Te importaría ayudarme con mi nueva ave de caza?'\n\nMe pidieron si podía echar un vistazo y quizás ayudarlos a entrenar un nuevo halcón para un amigo.;;;;;;;;;x
WAR_NAME_TRIBUTARY;$ORDER$$FIRST_ADJ$ War to Make $DEFENDER$ Pay Tribute;$ORDER$$FIRST_ADJ$ guerre pour offrir un tribut à $DEFENDER$;$ORDER$$FIRST_ADJ$ Krieg zur tributpflichtigen Unterwerfung von $DEFENDER$;;$ORDER$$FIRST_ADJ$ guerra para hacer de $DEFENDER$ un tributario;;;;;;;;;x;
EVTOPTALoR.31a;The Kingdom is on the verge of success.;;;;;;;;;x
EVTDESC1029;Something I thought I had suppressed and finally subdued has risen inside me and I fear I might break my chastity any day now.;Une pulsion que je pensais avoir refoulé puis dompté a rejailli en moi. Je vais avoir du mal à rester chaste.;Etwas, das ich eigentlich als erfolgreich unterdrückt ansah, ist wieder in mir emporgestiegen, und ich fürchte ernsthaft um mein Zölibat.;;Algo que creía haber eliminado y sometido al final se ha alzado en mi interior y creo que cualquier día podría romper mi celibato.;;;;;;;;;x
EVTOPTA1000b;I can't resist him.;;;;;;;;;x
EVTDESC5050;A new bird has arrived in the mews, and a new book on the art of writing poetry is in the library.;Un nouvel oiseau est arrivé aux écuries et un nouveau livre consacré à l’art de la poésie m’attend à la bibliothèque.;Ein neuer Vogel ist eingetroffen, und ein neues Buch über die Kunst der Poesie ist in der Bibliothek.;;Tengo una nueva rapaz y un nuevo libro sobre el arte de escribir poesía.;;;;;;;;;x
EVTOPTA_WOL_10126;I will reward [Root.job_treasurer.GetHerHim] appropriately.;Je lui donnerai une récompense appropriée.;Ich werde eine angemessene Entlohnung finden.;;[Root.job_treasurer.GetHerHim] recompensaré como es debido.;;;;;;;;;x
EVTDESC_WOL_55_F_MARRIED;Just the other day - skulking as I often do - I caught [FromFrom.GetTitledName] and my [GetFromRelation] [From.GetFirstName] in flagrante! They didn't notice me, but I am still in shock! [From.GetSubjectPronounCap] is a married [From.GetManWoman], by [Root.Religion.GetRandomGodName]!;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai pris [FromFrom.GetTitledName] et mon/ma [GetFromRelation] [From.GetFirstName] en flagrant délit ! Ils ne m'ont pas vu, mais je suis toujours sous le choc ! [From.GetSubjectPronounCap] est un(e) [From.GetManWoman] marié(e), nom de [Root.Religion.GetRandomGodName] !;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt. [From.GetSubjectPronounCap] ist ein/e verheiratete/r [From.GetManWoman], bei [Root.Religion.GetRandomGodName]!;;Justo el otro día -escondiéndome, como hago a menudo- pillé a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti!¡No me vieron, pero aún estoy impactado! '[From.GetSubjectPronounCap] es [From.GetManWoman] casado/ casada con [Root.Religion.GetRandomGodName]! ;;;;;;;;;x
EVTDESC20219;My [Root.GetLordSpiritualName], [From.GetTitledFirstName], tells me that [From.GetPossPronoun] efforts at increasing religious fervor among the people have met with great success! A small army of zealots have converged at [Root.Capital.Capital.GetName] ready to serve me. Now I simply need to attack some suitable infidel before my new recruits wander off in disgust.;Notre [Root.GetTreasurerName], [From.GetTitledFirstName], m'informe que ses efforts pour accroître la ferveur religieuse du peuple ont rencontré un grand succès ! Une petite armée de zélotes se dirige vers [Root.Capital.Capital.GetName] pour me servir. Je vais devoir leur trouver une cible convenable à attaquer avant qu'ils ne se dispersent.;Mein [Root.GetTreasurerName] [From.GetTitledFirstName] berichtet, dass [From.GetPossPronoun] Bemühungen, den Fanatismus anzuheizen, erfolgreich waren! Eine kleine Armee aus Zeloten hat sich in [Root.Capital.Capital.GetName] versammelt und möchte in meine Dienste treten. Nun muss ich nur noch einen Ungläubigen angreifen, ehe sie mir angewidert den Rücken kehren.;;¡Mi [Root.GetTreasurerName], [From.GetTitledFirstName], dice que [From.GetPossPronoun] esfuerzos para fomentar el fervor religioso entre la gente han surtido efecto! Un pequeño ejército de fanáticos se han congregado en [Root.Capital.Capital.GetName] listos para servirme. Ahora simplemente tenemos que atacar a algunos infieles antes de que mis nuevos reclutas se vayan indignados.;;;;;;;;;x
EVTOPTI9002;What happened to my relative must not be revealed...;;;;;;;;;x
EVTOPTA75040;Demand that [Root.Liege.GetTitledFirstName] have the infidel [infidel.GetBestName] burned at the stake;Exigez du suzerain que cet infidèle soit brûlé sur le bûcher.;Vom Lehnsherrn verlangen, dass der Ungläubige auf dem Scheiterhaufen verbrannt wird;;Exige al señor que condene al infiel a ser quemado en la hoguera.;;;;;;;;;x
EVTOPTB75040;Demand that [Root.Liege.GetTitledFirstName] have the infidel [infidel.GetBestName] exiled;Exigez du suzerain que cet infidèle soit exilé.;Vom Lehnsherrn verlangen, dass der Ungläubige ins Exil geschickt wird;;Exige al señor el exilio del infiel.;;;;;;;;;x
EVTTOOLTIP75041a;Will await [Root.Liege.GetTitledFirstName]'s decision on [This.GetHerHis] fate.;;;;;;;;;x
EVTOPTA75050;Demand that [Root.Liege.GetTitledFirstName] have the heretic [heretic.GetBestName] burned at the stake;Exigez du suzerain que cet hérétique soit brûlé sur le bûcher.;Vom Lehnsherrn verlangen, dass der Ketzer auf dem Scheiterhaufen verbrannt wird;;Exige al señor que condene al hereje a ser quemado en la hoguera.;;;;;;;;;x
EVTOPTB75050;Demand that [Root.Liege.GetTitledFirstName] have the heretic [heretic.GetBestName] exiled;Exigez du suzerain que cet hérétique soit exilé.;Vom Lehnsherrn verlangen, dass der Ketzer ins Exil geschickt wird;;Exige al señor el exilio del hereje.;;;;;;;;;x
EVTTOOLTIPA105077;Court Musician [Root.GetTitledFirstName] sings [Root.GetHerHis] new song for [This.GetTitledFirstName];Le troubadour [Root.GetTitledFirstName] chante sa nouvelle ballade à [This.GetTitledFirstName];Der Hofmusiker [Root.GetTitledFirstName] singt [Root.GetHerHis] neues Lied für [This.GetTitledFirstName];;El músico de la corte [Root.GetTitledFirstName] canta su nueva canción ante [This.GetTitledFirstName];;;;;;;;;x;
EVTDESC100066;It was a delight tormenting [From.GetFirstName], calling [From.GetHerHim] [From.GetFirstName] the cowardly chicken and other epithets and, if that did not work, punching, kicking or destroying [From.GetHerHis] things. [From.GetFirstName] was easy prey, until [From.GetSheHe] punched back!;C'est un plaisir de tourmenter [From.GetFirstName], de [From.GetHerHim] traiter de poule mouillée ou de surnoms encore plus ridicules. Et parfois, je lui donne des coups ou je détruis ses affaires. [From.GetFirstName] était une proie facile, jusqu'à ce qu'[From.GetSheHe] me rende la monnaie de ma pièce.;Es ist ein Genuss, [From.GetFirstName] zu peinigen, [From.GetFirstName], das feige Huhn und andere Beinamen zu nennen und, falls dies nicht funktionieren sollte,  [From.GetHerHim] zu schlagen, zu treten, oder [From.GetHerHis] Dinge zu zerstören. [From.GetFirstName] war leichte Beute, bis [From.GetSheHe] zurückschlug!;;Es un placer atormentar a [From.GetFirstName], llamarle [From.GetHerHim] a [From.GetFirstName] gallina y otros epítetos y, si eso no funciona, patadas, puñetazos, o romper sus cosas. [From.GetFirstName] era una presa fácil, ¡hasta que [From.GetSheHe] devolvió el golpe!;;;;;;;;;x
RESIGN_COMMANDER_INTERACTION_TITLE;Relieve Commander;Congédier le commandant;Kommandanten absetzen;;Comandante renuncia;;;;;;;;;x
RESIGN_COMMANDER_INTERACTION_DESC;Relieve §Y[Recipient.GetTitledFirstName]§W of [Recipient.GetHerHis] duties as a Commander;Démettre §Y[Recipient.GetTitledFirstName]§W de ses fonctions de commandant;§Y[Recipient.GetTitledFirstName]§W von den Pflichten als Kommandant entbinden;;Releva a §Y[Recipient.GetTitledFirstName]§W de [Recipient.GetHerHis] deberes como comandante.;;;;;;;;;x
RESIGN_COMMANDER_INTERACTION_LONG_DESC;If a Commander gets injured, sick or old it might be a good idea to relieve them of their duties;Si un commandant est blessé, malade ou trop vieux, vous pouvez envisager de le démettre de ses fonctions.;Alter, Krankheit oder Verwundung können es ratsam erscheinen lassen, einen Kommandanten abzusetzen.;;Si un comandante es herido, enfermo o viejo, podría ser una idea buena relevarlo de sus deberes.;;;;;;;;;x
RESIGN_COMMANDER_INTERACTION_ACCEPT_SETUP;Commander Relieved;Commandant congédié;Kommandant abgesetzt;;Comandante dimitido;;;;;;;;;x
RESIGN_COMMANDER_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W has Relieved §Y[Recipient.GetTitledFirstName]§W of [Recipient.GetHerHis] duty as Commander;§Y[Actor.GetBestName]§W a démis §Y[Recipient.GetTitledFirstName]§W de ses fonctions de commandant;§Y[Actor.GetBestName]§W hat §Y[Recipient.GetTitledFirstName]§W von den Pflichten als Kommandant entbunden;;§Y[Actor.GetBestName]§W ha dimitido §Y[Recipient.GetTitledFirstName]§W de su deber como comandante;;;;;;;;;x
EVTDESC100171;When I introduced my friend [friend2.GetTitledFirstName] to [From.GetTitledFirstName] I had high hopes. I hoped they would become fast friends so we could spend time together, the three of us.;Quand j'ai présenté mon ami à [From.GetTitledFirstName], j'espérais qu'ils se lieraient rapidement d'amitié, pour que nous puissions passer des moments agréables, tous les trois.;Als ich meinen Freund [From.GetTitledFirstName] vorstellte, hatte ich große Hoffnungen. Ich hoffte, dass sie schnell Freunde bekommen würden, sodass wir Zeit miteinander verbringen könnten - wir alle drei.;;Cuando presenté a [From.GetTitledFirstName] a mi amigo tenía grandes esperanzas. Esperaba que se convertieran en buenos amigos, para que los tres pudiéramos pasar tiempo juntos.;;;;;;;;;x
EVTDESC_WoL_4002;Dear [GetFromReverseRelation],\n\nUnfortunately I cannot join you for merrymaking at this time. But thank you for your kind invitation.\n\nUntil next time,\n[From.GetTitledName];[GetFromReverseRelation],\n\nMalheureusement, je ne pourrai me joindre à vos réjouissances cette fois. Mais je vous remercie de votre aimable invitation.\n\nNous nous reverrons,\n[From.GetTitledName];Hallo [GetFromReverseRelation],\n\nleider kann ich an diesem fröhlichen Treiben dieses Mal nicht teilnehmen. Trotzdem vielen Dank für die freundliche Einladung.\n\nBis zum nächsten Mal,\n[From.GetTitledName];;Querido/a [GetFromReverseRelation], \n\nlamentablemente no puedo tomar parte en vuestros festejos en este momento. Gracias por tu amable invitación.\n\nHasta la próxima,\n[From.GetTitledName];;;;;;;;;x
EVTOPTC_SOA_4032;Engage [FromFrom.GetObjectPronoun] in theological debate;Une confrontation théologique s'impose;Verwickelt [FromFrom.GetObjectPronoun] in eine theologische Debatte;;Involucrar[FromFrom.GetObjectPronoun] en el debate teológico;;;;;;;;;x
EVTTOOLTIP_WoL_1104;is given a night [This.GetSubjectPronoun] won't soon forget!;Je ferai en sorte qu'[This.GetSubjectPronoun] se souvienne de cette nuit pour le reste de sa vie !;[This.GetObjectPronoun] wird eine Nacht erleben, die [This.GetSubjectPronoun] nicht so schnell vergisst!;;¡[This.GetObjectPronoun] tiene una noche que no olvidará!;;;;;;;;;x
EVTDESC_SoA_5412;It seems that my interest in Indo-European faiths has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;Il semble que mon intérêt pour le paganisme a capté l'attention d'un de ses pratiquants au sein du royaume. Nous nous sommes rencontrés et avons eu les discussions les plus intéressantes concernant la théologie et d'autres sujets.;Scheinbar ist mein Interesse am heidnischen Glauben auf Widerhall im Reich gestoßen. Einer seiner Anhänger suchte mich auf und wir führten ein sehr anregendes Gespräch über die Theologie und andere Dinge.;;Parece que mi interés en el Paganismo ha llamado la atención de uno de sus practicantes del reino. Nos hemos reunido y hemos mantenido discusiones fructíferas sobre teología y otras cuestiones.;;;;;;;;;x
sympathy_pagans;Sympathy for Indo-Europeans;Sympathie envers les païens;Sympathie für die Heiden;;Simpatía por los paganos;;;;;;;;;x
sympathy_pagans_desc;This character, though not of an Indo-European faith, has a special sympathy and understanding for the them and their practitioners.;Ce personnage, bien qu'il ne soit pas païen, montre une sympathie et une compréhension envers les cultes païens et leurs pratiquants.;Diese Figur, zwar selbst nicht Heide, hat besondere Sympathien und besonderes Verständnis für heidnische Glaubensrichtungen und deren Anhänger. ;;Este personaje, aunque no es pagano, tiene una especial simpatía y comprensión por las religiones paganas y sus practicantes.;;;;;;;;;x
EVTOPTA72092A;I will tell [From.GetTitledFirstName]'s mother!;J’en parlerai au père de [From.GetTitledFirstName] !;Das werde ich [From.GetTitledFirstName]s Vater sagen!;;¡Se lo diré al padre de [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTC72092;Grovel to [From.GetTitledFirstName]'s mother;Se prosterner devant le père de [From.GetTitledFirstName];[From.GetTitledFirstName]s Vater um Gnade anwinseln;;Arrástrate ante el padre de [From.GetTitledFirstName].;;;;;;;;;x
EVTDESC_SOA_1031;My [GetFromRelation], [From.GetTitledFirstName], has requested to join a holy order of the [From.Religion.GetName] faith in their struggle against the infidels, even though this will forever disinherit him.;Mon [GetFromRelation], [From.GetTitledFirstName] a demandé à rejoindre les Templiers dans leur lutte contre les infidèles, même si cela le déshéritera à jamais.;Mein [GetFromRelation], [From.GetTitledFirstName] will sich dem Orden der Tempelritter in ihrem Kampf gegen die Ungläubigen anschließen, auch wenn er dadurch auf alle Zeiten enterbt wird.;;Mi [GetFromRelation] [From.GetTitledFirstName] ha solicitado unirse a los Caballeros Templarios en la lucha contra los infieles, a pesar de que esta acción le desheredará para siempre.;;;;;;;;;x
EVTDESC_SOA_1053;Most righteous [Root.GetTitledFirstName], our order needs more castles in order to train troops and generate a supporting income. It has come to my attention that there is a suitable location in your demesne - in [FromFrom.GetName] to be specific. I am willing to pay you 100 gold in exchange for the right to construct a fortress there.\nPraise [From.Religion.GetHighGodName],\n\nGrand Master [From.GetFirstName];Très juste [Root.GetTitledFirstName], l'Ordre a besoin de nouveaux châteaux afin de lever des troupes et de générer le revenu nécessaire à son fonctionnement. Il m'est apparu que vous possédiez un emplacement approprié sur votre domaine, en [FromFrom.GetName] pour être précis. Je suis disposé à vous payer 100 or en échange du droit d'y construire une forteresse.\nPax Christi,\n\nGrand Maître [From.GetFirstName];Hochwohlgeborener [Root.GetTitledFirstName], der Orden braucht weitere Burgen zur Ausbildung von Truppen und zur Erzeugung von Einnahmen. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt - nämlich in [FromFrom.GetName]. Ich will Euch 100 Gold zahlen für das Recht, dort eine Festung zu errichten.\nDer Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Mi justo [Root.GetTitledFirstName], la Orden necesita más castillos para entrenar tropas y obtener ingresos para sostenerse. Ha llegado a mi conocimiento que hay un lugar adecuado en su heredad, en [FromFrom.GetName] para ser más precisos. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir allí una fortaleza.\nPax Christi,\n\nGran Maestre [From.GetFirstName];;;;;;;;;x
EVTDESC_SOA_1054;The [FromFrom.PrimaryTitle.GetName] have constructed a castle in [Root.GetName]!;Les Templiers ont édifié un château en [Root.GetName] !;Die Tempelritter haben in [Root.GetName] eine Burg errichtet!;;¡Los Caballeros Templarios han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_SOA_1061;Your majesty, this antagonism is completely unwarranted! Our order serves [From.Religion.GetHighGodName], but, one has to wonder, do you?\n\nWith anger and sadness,\n\nGrand Master [From.GetFirstName];Votre Majesté, cet antagonisme est complètement injustifié ! L'Ordre sert le Christ, mais certains se posent la question : vous, le servez-vous ?\n\nVeuillez agréer l'expression de ma colère et de ma tristesse,\n\nGrand Maître [From.GetFirstName];Eure Majestät, diese Ablehung ist völlig ungerechtfertigt! Unser Orden dient dem Herrn, doch man muss sich fragen, tut Ihr das auch?\n\nIn Zorn und Trauer,\n\nGroßmeister [From.GetFirstName];;Su majestad, ¡este antagonismo es totalmente injustificado! La Orden sirve a Cristo, pero cabe preguntarse, ¿y usted?\n\nCon ira y tristeza,\n\nGran Maestre [From.GetFirstName];;;;;;;;;x
EVTDESC_SOA_1141;Your Highness, this extremely generous donation will not be forgotten. You have my friendship. Rest assured that you will be rewarded in by [From.Religion.GetRandomGodName]!\nPraise [From.Religion.GetHighGodName],\n\nGrand Master [From.GetFirstName];Votre Altesse, ce don des plus généreux ne sera pas oublié. Recevez mon amitié ainsi que celle de l'Église. Vivez avec l'assurance que vous obtiendrez récompense au paradis, si ce n'est en ce bas monde ! Pax Christi,\n\nGrand Maître [From.GetFirstName];Eure Hoheit, diese äußerst großzügige Spende wird unvergessen bleiben! Ihr habt meine Freundschaft, wie auch die der Kirche! Seid versichert, dass Ihr im Himmel belohnt werdet, wenn nicht schon auf Erden! \nDer Friede des Herrn sei mit Euch!\n\nGroßmeister [From.GetFirstName];;Su Alteza, esta donación tan generosa no caerá en el olvido. Tiene mi amistad, así como la de la Iglesia. Tenga por seguro que será recompensado en el cielo, ¡si no en la Tierra!\nPax Christi,\n\nGran Maestre [From.GetFirstName];;;;;;;;;x
PICK_STARTING_ERA_TEXT;Lux Invicta has only a single start date, but we have chosen to use the era picker to highlight several groups of rulers.;Crusader Kings II couvre une période de presque 700 ans. Choisissez l'époque à laquelle vous désirez commencer le jeu.;Crusader Kings II erstreckt sich über einen Zeitraum von beinahe 700 Jahren. Wählt den Zeitpunkt, zu dem Euer Spiel beginnen soll.;;Crusader Kings II abarca un período de casi 700 años. Elige en qué momento de la cronología quieres iniciar tu juego.;;;;;;;;;x;;
