CHRONICLE_ACHIEVEMENT_LETS_PLAY;[GetDateText]: [Root.GetTitledName] became a hedonist through carousing, and was bestowed the achievement Let's Play.;;;;;;;x
EVTDESCca.139;[Root.GetTitledName] has become a hedonist through carousing, earning the achievement §YLet's Play§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_STARGAZER;[GetDateText]: [Root.GetTitledName] built an observatory, and was bestowed the achievement Stargazer.;;;;;;;x
EVTDESCca.141;[Root.GetTitledName] has built an observatory, earning the achievement §YStargazer§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_BY_THE_GODS;[GetDateText]: [Root.GetTitledName] became a Theologian, and was bestowed the achievement By the Gods.;;;;;;;x
EVTDESCca.143;[Root.GetTitledName] has become a Theologian, earning the achievement §YBy the Gods§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_STEPPE_BY_STEPPE;[GetDateText]: [Root.GetTitledName] conquered all the steppes, and was bestowed the achievement Steppe by steppe.;;;;;;;x
EVTDESCca.145;[Root.GetTitledName] has conquered all the steppes, earning the achievement §YSteppe by steppe§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_ASIAN_LAND_WAR;[GetDateText]: [Root.GetTitledName] of [Root.PrimaryTitle.GetName] conquered the eastern steppes, and was bestowed the achievement "Never start a land war in Asia".;;;;;;;x
EVTDESCca.147;[Root.GetTitledName] of [Root.PrimaryTitle.GetName] has conquered the eastern steppes, earning the achievement §Y"Never start a land war in Asia"§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_NORSE_EAST;[GetDateText]: [Root.GetTitledName] became the [Root.Culture.GetName] King of Mongolia, and was bestowed the achievement Norse-East.;;;;;;;x
EVTDESCca.149;[Root.GetTitledName] has become the [Root.Culture.GetName] King of Mongolia, earning the achievement §YNorse-East§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_LETS_GO_OUT_INTO_THE_FIELD;[GetDateText]: [Root.GetTitledName] defeated [Root.GetHerHis] sibling in war using a rival CB, and was bestowed the achievement Let's go out into the field.;;;;;;;x
EVTDESCca.151;[Root.GetTitledName] has defeated [Root.GetHerHis] sibling in war using a rival CB, earning the achievement §YLet's go out into the field§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_TURK_BUSINESS;[GetDateText]: [Root.GetTitledName] conquered Constantinople, and was bestowed the achievement Nobody's business but the Turks'.;;;;;;;x
EVTDESCca.153;[Root.GetTitledName] has conquered Constantinople, earning the achievement §YNobody's business but the Turks'§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_MANY_ARROWS;[GetDateText]: [Root.GetTitledName]'s horde's population exceeded 150,000, and [Root.GetSheHe] was bestowed the achievement One arrow alone can be easily broken but many arrows are indestructible.;;;;;;;x
EVTDESCca.155;[Root.GetTitledName]'s horde's population exceeded 150,000, earning [Root.GetHerHim] the achievement §YOne arrow alone can be easily broken but many arrows are indestructible§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_GO_WEST_YOUNG_MONGOL;[GetDateText]: [Root.GetTitledName] received tribute from a king or emperor in the British Isles, and [Root.GetSheHe] was bestowed the achievement Go west young mongol.;;;;;;;x
EVTDESCca.157;[Root.GetTitledName] receives tribute from a king or emperor in the British Isles, earning [Root.GetHerHim] the achievement §YGo west young mongol§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_RUN_WITH_THE_WOLF;[GetDateText]: [Root.GetTitledName] received tribute from a king or emperor in the British Isles, and [Root.GetSheHe] was bestowed the achievement Go west young mongol.;;;;;;;x
EVTDESCca.159;[Root.GetTitledName] receives tribute from a king or emperor in the British Isles, earning [Root.GetHerHim] the achievement §YGo west young mongol§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_CHEAPER_DOZEN;[GetDateText]: [This.GetTitledName] had [This.GetHerHis] twelfth child, and [This.GetSheHe] was bestowed the achievement Cheaper By The Dozen.;;;;;;;x
EVTDESCca.160;[Root.GetTitledName] had [Root.GetHerHis] twelfth child, earning [Root.GetHerHim] the achievement §YCheaper By The Dozen§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_HOLIER;[GetDateText]: [This.GetTitledName] has taken control of all five of the [This.Religion.GetName] holy sites, and [This.GetSheHe] was bestowed the achievement Holier Than Thou.;;;;;;;x
EVTDESCca.162;[Root.GetTitledName] has taken control of all five of the [Root.Religion.GetName] holy sites, earning [Root.GetHerHim] the achievement §YHolier Than Thou§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_YESMEN;[GetDateText]: [This.GetTitledName] had all members of [This.GetHerHis] council be Loyalists, and [This.GetSheHe] was bestowed the achievement The Yes Men.;;;;;;;x
EVTDESCca.164;[Root.GetTitledName] had all members of [Root.GetHerHis] council be Loyalists, earning [Root.GetHerHim] the achievement §YThe Yes Men§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_YOUOWEME;[GetDateText]: [This.GetTitledName] had someone owe [This.GetHerHim] a favor, and [This.GetSheHe] was bestowed the achievement You Owe Me.;;;;;;;x
EVTDESCca.166;[Root.GetTitledName] had someone owe [Root.GetHerHim] a favor, earning [Root.GetHerHim] the achievement §YYou Owe Me§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_SHADOWPRINCE;[GetDateText]: [This.GetTitledName] sat on the council [This.Liege.GetBestName] with all other councilors and [This.Liege.GetBestName] owing [This.GetHerHim] a favor, and [This.GetSheHe] was bestowed the achievement Shadow Prince.;;;;;;;x
EVTDESCca.168;[Root.GetTitledName] sat on the council of [Root.Liege.GetBestName] with all other councilors and [Root.Liege.GetBestName] owing [Root.GetHerHim] favors, earning [Root.GetHerHim] the achievement §YShadow Prince§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PAYTOWIN;[GetDateText]: [This.GetTitledName] used mercenaries to win a war, and [This.GetSheHe] was bestowed the achievement Pay to Win.;;;;;;;x
EVTDESCca.170;[Root.GetTitledName] used mercenaries to win a war, earning [Root.GetHerHim] the achievement §YPay to Win§!!;;;;;;;x
CHRONICLE_ACHIEVEMENT_PAIDTOWIN;[GetDateText]: [This.GetTitledName] has created a mercenary band that will remit money to [This.GetHerHim], and [This.GetSheHe] was bestowed the achievement Paid to Win.;;;;;;;x
EVTDESCca.172;[Root.GetTitledName] created a mercenary band that will remit money to [Root.GetHerHim], earning [Root.GetHerHim] the achievement §YPaid to Win§!!;;;;;;;x
