#EVENTS;;;;;;;;;;;;;;x
VIETmisc.2016.desc;A new cosmetic popular among the noblewomen is made using the egg yolk of from quail eggs instead of the usual chicken eggs. But quail eggs are a rare luxury much more suited for gourmet food. Are these women truly vain?;;;;;;;;;;;x
VIETmisc.2042.desc;The old murals that decorate your palace are beginning to deteriorate - they were painted centuries ago, after all. Now is a good time to renovate these murals, perhaps even re-do them with completely new murals. Typically, Sogdian murals tend to focus on either of three things: the divine, heroes, or fables. What shall the new murals focus on?;;;;;;;;;;;x
VIETmisc.2042.a;The divine - gods and spirits.;;;;;;;;;;;;;x
VIETmisc.2042.b;The heroes - brave men like Rostam.;;;;;;;;;;;;;x
VIETmisc.2042.c;The fables - lessons we all should remember.;;;;;;;;;;;;;x
VIETmisc.2042.d;I don’t want to waste money on this.;;;;;;;;;;;;;x
VIETmisc.2043.desc;While passing by one of the local Sogdian villages, you happen to encounter a woman and her infant child. Feeling generous, you offer her child a bit of rock sugar, a traditional Sogdian gift for newborns and children. The sugar symbolizes the hope that when the child grows up that his words be sweet...;;;;;;;;;;;x
VIETmisc.2043.a;We Sogdians shall forever be the best traders and diplomats in the world!;;;;;;;;;;;;;x
VIETmisc.2044.desc;Growing up as a Sogdian child has its disadvantages. Everybody expects you to do well in commerce one day. It’s as if all the adults can think about is money, ways to make money, ways to produce more money, money, money, money, money…;;;;;;;;;;;x
VIETmisc.2044.a;Greed is good!;;;;;;;;;;;;;x
VIETmisc.2045.desc;A lesser nobleman in my realm gave me an hourglass as a gift. It should help me keep track of time.;;;;;;;;;;;x
VIETmisc.2045.a;Thank you!;;;;;;;;;;;;;x
VIET_efficient_time;Efficient Time;;;;;;;;;;;x
VIET_efficient_time_desc;This character efficiently keeps track of time in order to maximize productivity.;;;;;;;;;;;x
VIETmisc.2046.desc;Oh no! I overslept and was late to this morning's meeting with my advisors!;;;;;;;;;;;x
VIETmisc.2046.a;Why didn't the servants wake me on time?;;;;;;;;;;;;;x
VIETmisc.2047.desc;One of my newest personal servants is a diligent fellow, determined even. He always makes sure I do things on time - it pays to have a servant like him!;;;;;;;;;;;x
VIETmisc.2047.a;Indeed.;;;;;;;;;;;;;x
VIETmisc.2048.desc;A big fire broke out in a peasant village uncomfortably close to my residence. Thankfully the local temple had a water clock so large it had enough water to douse the flames.;;;;;;;;;;;x
VIETmisc.2048.a;Thank goodness everything’s fine.;;;;;;;;;;;;;x
VIETmisc.2048.b;We must help those poor peasants!;;;;;;;;;;;;;x
VIETmisc.2049.desc;The sun is high above - it’s noontime, isn’t it? And it is rather hot outside. You’ve been out for a bit too long doing whatever business you were doing, and you’re starting to feel a little light-headed.;;;;;;;;;;;x
VIETmisc.2049.a;Better retreat inside into the shade, maybe drink some water too.;;;;;;;;;;;;;x
VIETmisc.2049.b;I have some business to finish, unfortunately!;;;;;;;;;;;;;x
VIETmisc.2050.desc;Oh dear, it seems like I've misplaced one of my rings. Goodness gracious, what am I to do?;;;;;;;;;;;x
VIETmisc.2050.a;Oh well... hopefully we'll find it....;;;;;;;;;;;;;x
VIETmisc.2050.b;Why should I worry about it when there are more important things at stake?;;;;;;;;;;;;;x
VIETmisc.2051.desc;One of my courtiers seems to be sad. Why I asked why, I learned that their favorite horse was very ill, and unlikely to survive. I remember this steed was a fine specimen, worthy of honor and praise, who brought its master much prestige and joy.;;;;;;;;;;;x
VIETmisc.2051.a;Such is life, unfortunately!;;;;;;;;;;;;;x
VIETmisc.2051.b;Why should I worry about it when there are more important things at stake?;;;;;;;;;;;;;x
VIETmisc.2052.desc;My life is terrible.;;;;;;;;;;;x
VIETmisc.2052.a;Why?;;;;;;;;;;;;;x
VIETmisc.2053.desc;I feel exhausted...;;;;;;;;;;;x
VIETmisc.2053.a;So exhausted...;;;;;;;;;;;;;x
VIETmisc.2054.desc;I threw up on someone!;;;;;;;;;;;x
VIETmisc.2054.a;Heehee.;;;;;;;;;;;;;x
VIETmisc.2055.tooltip;Uh-oh...;;;;;;;;;;;x
VIETmisc.2055.desc;That little brat [From.GetFirstName] threw up on me while we were dining.;;;;;;;;;;;x
VIETmisc.2055.a;Ew.;;;;;;;;;;;;;x
VIETmisc.2056.desc;Thankfully, I've discovered where I misplaced my ring. It was under my bed.;;;;;;;;;;;x
VIETmisc.2056.a;Thankfully, I've discovered where I misplaced my ring. It was under my bed.;;;;;;;;;;;;;x
VIETmisc.2057.desc;While traveling to a nearby town on official business you come across a corpse on the side of the road. Upon further inspection, it appears to be a beggar who died of who knows what.;;;;;;;;;;;x
VIETmisc.2057.a;Ignore the corpse and move on.;;;;;;;;;;;;;x
VIETmisc.2057.b;Inspect it - maybe the beggar has something of use?;;;;;;;;;;;;;x
VIET_beggar_corpse_inspect;“What?” you say as everyone looks at you, bewildered. “Beggars might carry useful things! I read it in a story once!”;;;;;;;;;;;;;x
VIETmisc.2058.desc;As one of your guards approaches the beggar, the old man suddenly jumps up. Everyone shouts in surprise, and your guard nearly cuts down the man by accident. It seems like the beggar was actually just in deep sleep.;;;;;;;;;;;x
VIETmisc.2058.a;Haha, what a fool.;;;;;;;;;;;;;x
VIETmisc.2058.b;Haha, have a coin, beggar, and [Root.Religion.GetRandomGodName] bless you.;;;;;;;;;;;x
VIETmisc.2058.c;Kill that bastard! He dares offend me!;;;;;;;;;;;x
VIETmisc.2059.desc;The beggar has nothing useful. That's to be expected. Behind you, someone says, “What sort of [Root.GetTitle] goes around searching beggars, anyways?”;;;;;;;;;;;x
VIETmisc.2059.a;I feel foolish.;;;;;;;;;;;;;x
VIET_ridiculous_greed;Ridiculous Greed;;;;;;;;;;;;;x
VIET_ridiculous_greed_desc;The lengths this character would go to satisfy their greed are shocking.;;;;;;;;;;;;;x
VIETmisc.2060.desc;The beggar seems to have a precious amulet of some sort - your suspicions were correct! Yet you can’t help but wonder. Why did he keep it, when he could have sold it for money? Did he steal it, and was unable to sell it? Or was it something so precious to him he couldn’t bear to part with it? Or was he just plain stupid?;;;;;;;;;;;x
VIETmisc.2060.a;It’s mine now, at any rate. I probably can sell it.;;;;;;;;;;;;;x
VIETmisc.2060.b;I don’t feel comfortable looting this beggar’s corpse.;;;;;;;;;;;;;x
VIET_childlike_wonder;Childlike Wonder;;;;;;;;;;;x
VIETmisc.2061.desc;Why does the sky have different colors when the sun rises and when the sun sets?;;;;;;;;;;;x
VIETmisc.2061.a;So mysterious....;;;;;;;;;;;;;x
VIETmisc.2062.desc;What was that?;;;;;;;;;;;x
VIETmisc.2062.a;Never mind. Must have been my imagination.;;;;;;;;;;;;;x
VIETmisc.2063.desc;Bwahahahahahahahahahaha! The suffering of others makes me feel so giddy inside. ;;;;;;;;;;;x
VIETmisc.2063.a;It's like music to my ears.;;;;;;;;;;;;;x
VIET_enjoys_others_suffering;Enjoys Others' Suffering;;;;;;;;;;;x
VIET_enjoys_others_suffering_desc;This character is a terrible person who delighs in the pain of others.;;;;;;;;;;;x
VIET_sunset_watcher;Sunset Watcher;;;;;;;;;;;x
VIET_sunset_watcher_desc;This character often goes out late in the day to watch the sun set, as it brings them inner peace.;;;;;;;;;;;x
VIETmisc.2064.desc;Now and then, I like to sneak out at dusk and watch the sun as it sets in the sky.;;;;;;;;;;;x
VIETmisc.2064.a;It's lovely, isn't it?;;;;;;;;;;;;;x
VIETmisc.2065.desc;Today’s sunset is particularly beautiful. Words can’t describe it.;;;;;;;;;;;x
VIETmisc.2065.a;I’m loving it.;;;;;;;;;;;;;x
opinion_sexy_times;Did naughty things with me recently;;;;;;;;;;;x
VIETmisc.2066.desc;Making love to my beloved during the sunset was a magical experience. My lover may not understand why sunsets appeal to me, but that’s fine.;;;;;;;;;;;x
VIETmisc.2066.a;While the sun may set, something else rises...;;;;;;;;;;;;;x
VIETmisc.2067.desc;I’ve learned that one of my courtiers enjoys watching sunsets, just like me. Yesterday we watched the sunset together, and found that despite our differences, we both shared many things as well.;;;;;;;;;;;x
VIETmisc.2067.a;My sunset-watching buddy!;;;;;;;;;;;;;x
VIET_navel_gazing;Navel-Gazer;;;;;;;;;;;x
VIET_navel_gazing_desc;What's the meaning of life?;;;;;;;;;;;x
VIETmisc.2068.desc;I feel as if my life was just a part of some bard's pathetic tale, and I'm just a character in it.;;;;;;;;;;;x
VIETmisc.2068.a;Who would care about my life, anyways?;;;;;;;;;;;;;x
VIETmisc.2069.desc;This itch is really bothersome. I can't stop scratching it.;;;;;;;;;;;x
VIETmisc.2069.a;I look like a fool in front of my court!;;;;;;;;;;;;;x
VIETmisc.2070.desc;A tree above me sways gently, its shadow caressing my face. Nearby, I hear the water quietly running down to the fountain below. Birds chirp, and insects buzz. Yes! When I sit in the garden to relax, I feel closer to [Root.Religion.GetRandomGodName], and feel his compassion, his mercy, the ingenuity of his designs. It’s as if I can see all of nature before me, from the desert warmth to the ocean breeze.;;;;;;;;;;;x
VIETmisc.2070.a;Also, it's a good place to take a nice nap.;;;;;;;;;;;;;x
VIETmisc.2071.desc;Something smells funny….\n\nNever mind, the smell went away.;;;;;;;;;;;x
VIETmisc.2071.a;Must’ve been my mind playing tricks on me.;;;;;;;;;;;;;x
VIETmisc.2072.desc;In the middle of a conversation with a courtier, you pause, suddenly. You forgot what you were going to say next.;;;;;;;;;;;x
VIETmisc.2072.a;I hate it when that happens.;;;;;;;;;;;;;x
VIETmisc.2073.desc;Some disgustingly horrific, vile thought just entered my mind. Try as I might, I can’t get rid of it!;;;;;;;;;;;x
VIETmisc.2073.a;If I told my court, they’d think me a lunatic.;;;;;;;;;;;;;x
VIETmisc.2073.b;Then again, this isn’t the weirdest thing I’ve thought of.;;;;;;;;;;;;;x
VIETmisc.2074.desc;For the past few weeks, your court has been short on baklava. Thankfully, a new batch has just arrived from the local baklava merchants! Praise be to [Root.Religion.GetRandomGodName] indeed!;;;;;;;;;;;x
VIETmisc.2074.a;Now out of my way, fools, I have baklava to eat!;;;;;;;;;;;;;x
VIETmisc.2075.desc;There is a large clump of dirt under one of my fingernails.;;;;;;;;;;;x
VIETmisc.2075.a;Who cares.;;;;;;;;;;;;;x
VIETmisc.2075.b;Better remove it.;;;;;;;;;;;;;x
VIETmisc.2076.desc;The weather is unusually pleasant today.;;;;;;;;;;;x
VIETmisc.2076.a;A good day!;;;;;;;;;;;;;x
VIETmisc.2077.desc;Eerie, loud noises were heard at night in some of the nearby villages not too long ago. They were sometimes accompanied by strange colors in the sky. Investigation by our officials and soldiers could not determine as to what was the cause.;;;;;;;;;;;x
VIETmisc.2077.a;Frightening!;;;;;;;;;;;;;x
VIETmisc.2078.desc;A strange report from one of your messengers! It appears that every inhabitant of one of the villages in your realm has mysteriously vanished a year ago. Many have searched far and wide, but none were able to where any of these villagers went. Were they murdered? Wandered away? Kidnapped by bandits or otherworldly beings?;;;;;;;;;;;x
VIETmisc.2078.a;Seems like supernatural forces at work. Heavens preserve us!;;;;;;;;;;;;;x
VIETmisc.2079.desc;While eating, you accidentally put way too much salt on your food, mistaking it for sugar or cheese or something of that sort.;;;;;;;;;;;x
VIETmisc.2079.a;This tastes horrible! Too salty, too salty!;;;;;;;;;;;;;x
VIETmisc.2080.desc;While holding court, I notice one of my courtiers is picking their nose.;;;;;;;;;;;x
VIETmisc.2080.a;Disgusting! I should look away.;;;;;;;;;;;;;x
VIETmisc.2080.b;I should draw attention to and embarrass them.;;;;;;;;;;;;;x
VIETmisc.2080.c;Well, I like picking my nose too, so I don't see what's the issue.;;;;;;;;;;;;;x
VIETmisc.2081.desc;NOOOOOOOOOOOOOO -\n\nOh, never mind. I thought my baklava disappeared, but it was just behind my goblet.;;;;;;;;;;;x
VIETmisc.2081.a;I did look like a fool, though, but I have no regrets!;;;;;;;;;;;;;x
VIETmisc.2082.desc;While having intercourse with my lover, feeling the curves of their body, tickling the places that bring pleasure, and doing other intimate things with them, I notice a strange smell. It's a pleasant smell, but one I don't recognize. Could it... never mind, the smell goes away as quickly as it came.;;;;;;;;;;;x
VIETmisc.2082.a;Probably just imagining things.;;;;;;;;;;;;;x
VIETmisc.2083.desc;Lately, I've been able to last longer in bed.;;;;;;;;;;;x
VIETmisc.2083.a;Bring on the fun!;;;;;;;;;;;;;x
VIETmisc.2084.desc;I've heard rumors that the Emperors of Cathay are so virile that they have thousands of beautiful young concubines and make love with ten or more of them every night.;;;;;;;;;;;x
VIETmisc.2084.a;I wish I had thousands of beautiful women with me!;;;;;;;;;;;;;x
VIETmisc.2084.b;I'm content with the relationships I already have.;;;;;;;;;;;;;x
VIETmisc.2084.c;Who would want to live in such a sinful lifestyle?;;;;;;;;;;;;;x
VIETmisc.2084.d;I feel sorry for the Emperor, having to put up with so many women.;;;;;;;;;;;;;x
VIETmisc.2085.desc;Last night, I dreamt of making love to the most beautiful person I ever met.;;;;;;;;;;;x
VIETmisc.2085.a;I’m still feeling a bit aroused.;;;;;;;;;;;;;x
VIETmisc.2086.desc;In your realm, stories have spread of a conman who sells “charms” to unsuspecting children. Some have said that these charms are actually real, others claim they are fake. Some say the fake ones are as effective if not more than real charms, and yet others believe the opposite. Regardless, the conman seems to have mysteriously left for other lands.;;;;;;;;;;;x
VIETmisc.2086.a;I wonder whether he was a real conman, or a fake one?;;;;;;;;;;;;;x
VIETmisc.2087.desc;Three pretty wenches throw themselves at you.;;;;;;;;;;;x
VIETmisc.2087.a;YES!;;;;;;;;;;;;;x
VIETmisc.2087.b;I'm not in the mood for this.;;;;;;;;;;;;;x
VIET_foursome_aw_yeah;Three beauties at once? The only thing better than this is...;;;;;;;;;;;x
VIETmisc.2088.desc;Unfortunately, it seems three wenches were too much for you, and you exhausted yourself way too quickly. In other words, you were a bit too eager, and embarrassed yourself due to your lack of stamina.;;;;;;;;;;;x
VIETmisc.2088.a;Now I’ll be a laughingstock.;;;;;;;;;;;;;x
VIETmisc.2088.b;I have no regrets.;;;;;;;;;;;;;x
VIETmisc.2089.desc;You had a great tumble with those three wenches. Rumors are now spreading about your insatiable lust and great virility.;;;;;;;;;;;x
VIETmisc.2089.a;I feel like a real, manly man.;;;;;;;;;;;;;x
VIETmisc.2090.desc;While visiting one of the local taverns, you spot a barmaid, unusually attractive for a peasant. You starting making a move on her, but unlike other wenches you’ve come across, she begs for you to leave her alone. She dare refuses you, so mighty and powerful! She should be serving your needs, no?;;;;;;;;;;;x
VIETmisc.2090.a;I'll do with her as I wish!;;;;;;;;;;;;;x
VIETmisc.2090.b;It is wrong to force her like this. I shall leave her alone.;;;;;;;;;;;;;x
VIET_barmaid_harassment;You can't wait to satisfy your lust.;;;;;;;;;;;x
VIETmisc.2091.desc;As you rip her clothes off, and start having your way with her, you fail to notice a dark figure nearby. Before you or your guards can react, a man - who could be her husband, brother, father, friend, or someone else - jumps on you, screaming for you to leave her alone, and begins stabbing you. Though your guards quickly take care of him, it’s too late.;;;;;;;;;;;x
VIETmisc.2091.a;Gugghhhh....;;;;;;;;;;;;;x
VIET_you_deserved_it_for_harassing_barmaid;Before you pass out, you hear someone mutter, "That's what he gets for trying to mess with a girl like that.";;;;;;;;;;;x
VIETmisc.2092.desc;What an amazing dream I had last night! After waking up, I rush over to one of my servants, and begin excitedly telling her about the dream. "You see, last night, I dreamt that I was... um, well, the dream mainly revolved around... uh....";;;;;;;;;;;x
VIETmisc.2092.a;Crap, I forgot what it was about.;;;;;;;;;;;;;x
VIETmisc.2093.desc;While out and about, visiting one of the local towns, I saw a most peculiar scene. A young man seemed to be gifting a friend of his a roasted bird, for food, but when his friend took the bird, it sprang to life! It was never dead in the first place. The friend looked terrified, while the young man only laughed at his successful prank.;;;;;;;;;;;x
VIETmisc.2093.a;That was funny!;;;;;;;;;;;;;x
VIETmisc.2093.b;I should ask him how he did that... I want to try such a prank!;;;;;;;;;;;;;x
VIETmisc.2094.desc;I farted so loudly everyone must have heard me.;;;;;;;;;;;x
VIETmisc.2094.a;Um...;;;;;;;;;;;;;x
VIETmisc.2095.desc;While making love, I farted at a most unfortunate time.;;;;;;;;;;;x
VIETmisc.2095.a;That killed the mood quickly.;;;;;;;;;;;;;x
VIETmisc.2096.desc;I can’t believe it! One of my courtiers absolutely detests one of my favorite stories. Who could even think of criticizing it? Every time I hear a bard sing it I am absolutely spellbound. It has great character development, engaging dialogue, thought provoking themes, and deep symbolism.;;;;;;;;;;;x
VIETmisc.2096.a;I admit it can be lewd here and there, but surprisingly this enhances it!;;;;;;;;;;;;;x
VIETmisc.2097.desc;If my life was simply a bard’s tale, what kind of story would it be, I wonder?;;;;;;;;;;;x
VIETmisc.2097.a;Romance;;;;;;;;;;;;;x
VIETmisc.2097.b;Satire;;;;;;;;;;;;;x
VIETmisc.2097.c;Epic;;;;;;;;;;;;;x
VIETmisc.2097.d;Allegory;;;;;;;;;;;;;x
VIETmisc.2098.desc;Lately there’s been a fad amongst the younger people, where they tilt their head in strange or awkward positions in order to emphasize things they say in the middle of a discussion. These “head tilts” are supposed to make them look imposing or mysterious. To my surprise, I’m pretty good at it myself and unlike the youths, I can pull it off well without looking like a fool.;;;;;;;;;;;x
VIETmisc.2098.a;My neck is very flexible! Now fear me!;;;;;;;;;;;;;x
VIETmisc.2098.b;That said, I don’t want to partake in this stupid fad.;;;;;;;;;;;;;x
VIETmisc.2099.desc;I accidentally bit my tongue.;;;;;;;;;;;x
VIETmisc.2099.a;Ouch!;;;;;;;;;;;;;x
VIETmisc.2100.desc;One of my courtiers' has rather bad teeth, even though we have the tools available to maintain acceptable standards of oral hygiene, such as the miswak, the teeth-cleaning twig. I decide to discuss the matter with my courtier one day, and quote a Hadith: "Make a regular practice of Miswak for verily it is the purification for the mouth and a means of the pleasure of the Lord.";;;;;;;;;;;x
VIETmisc.2100.a;Your bad breath offends the Prophets and Allah!;;;;;;;;;;;;;x
VIETmisc.2101.desc;In one Hadith, the Prophet (peace be upon him) was quoted as saying that "were it not that I might overburdened the Believers I would have ordained them to use Miswak at the time of every prayer." Usage of miswak, the teeth-cleaning twig, is surely a sign of piety! It may be a good idea to vow that I'll use the miswak before every prayer as much as I can.;;;;;;;;;;;x
VIETmisc.2101.a;A good idea!;;;;;;;;;;;;;x
VIETmisc.2101.b;Nay, even the Prophet thinks this is too much a burden.;;;;;;;;;;;;;x
VIETmisc.2102.desc;A noble visiting from afar has gifted me with a very beautiful toothpick, crafted from the purest gold. It is encrusted with precious stones, and expertly carved into lovely, artistic shapes. Then again, there’s not much a point in wasting this toothpick for cleaning my teeth.;;;;;;;;;;;x
VIETmisc.2102.a;It will do as a decoration in my bathroom.;;;;;;;;;;;;;x
VIETmisc.2103.desc;Today while talking with a visiting dignitary I learned from him that the men of Cathay prefer toothbrushes with harder, harsher bristles.;;;;;;;;;;;x
VIETmisc.2103.a;What a brave people, those Chinese!;;;;;;;;;;;;;x
VIETmisc.2103.b;Such stubbornness in their obsession to clean their teeth. Oh my.;;;;;;;;;;;;;x
VIETmisc.2104.desc;I have such a lewd-minded courtier. Why, today, this fool has the audacity to explain the morally dubious things of a "romantic" nature one could do with a toothbrush! What sickening, horrific, disgusting, disgraceful, shameful, barbaric, animalistic, repulsive, vulgar ideas I am forced to listen to!;;;;;;;;;;;x
VIETmisc.2104.a;Run out of the room before it's too late!;;;;;;;;;;;;;x
VIETmisc.2104.b;Listen out of politeness.;;;;;;;;;;;;;x
VIETmisc.2104.c;Why... such ideas aren't half bad...;;;;;;;;;;;;;x
VIETmisc.2104.d;Haha, what an amateur. An absolute amateur.;;;;;;;;;;;;;x
VIET_toothbrush_sexy_times_amateurs;If only they knew the sort of things I did with my sister…;;;;;;;;;;;x
VIETmisc.2105.desc;One of my older servants told me interesting advice pertaining to oral hygiene that he heard from some learned men. Apparently, it seems that one should clean not only one's teeth, but one's tongue as well. After all, disgusting things accumulate on the tongue as well, so why should we not give it as much focus as we do our teeth?;;;;;;;;;;;x
VIETmisc.2105.a;Excellent advice. Thank you!;;;;;;;;;;;;;x
VIETmisc.2106.desc;I noticed one of my Jewish courtiers tends to rinse their mouth with a strange concoction every now and then. Questioning them on the matter, I learned that this liquid was a mixture of dough water and olive oil, which the Talmhd advises as a cure for gum ailments.;;;;;;;;;;;x
VIETmisc.2106.a;Interesting. I should try it.;;;;;;;;;;;;;x
VIETmisc.2106.b;Disgusting Jewish tricks, I will not fall for it!;;;;;;;;;;;;;x
VIETmisc.2107.desc;Seeing all the older people with their horrid gums and decaying teeth makes me fear about how my mouth could end up like in the future. Therefore, I vow to take every step I can to improve my oral hygiene! I will eat and drink things beneficial to my teeth, for instance, and learn the best techniques for brushing my teeth.;;;;;;;;;;;x
VIETmisc.2107.a;Even when I’m old and feeble, I WILL have good teeth.;;;;;;;;;;;;;x
VIETmisc.2108.desc;I was a little too fixated with cleaning my teeth earlier today, and brushed with too much intensity, resulting in some slight bleeding from my gums. As a result, my teeth are covered in blood. Unfortunately, I have to meet with my court soon, even though I look like a man-eating bloodthirsty monster.;;;;;;;;;;;x
VIETmisc.2108.a;Here goes…;;;;;;;;;;;;;x
VIETmisc.2108.b;Thankfully, I look beautiful no matter what.;;;;;;;;;;;;;x
VIETmisc.2108.c;This will only enhance my fearsome looks.;;;;;;;;;;;;;x
VIETmisc.2109.desc;“By the way, [Root.GetTitledFirstName], I accidentally dropped your toothbrush in the chamber pot,” a courtier know for their pranks tells you. After you halt in shock, the courtier says, “I was just joking. Haha! You should’ve seen your face. Don’t worry, your toothbrush is fine.” Further investigation suggests that your toothbrush is clean as ever, but still…;;;;;;;;;;;x
VIETmisc.2109.a;I feel uneasy. But… alright.;;;;;;;;;;;;;x
VIETmisc.2110.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2110.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2111.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2111.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2112.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2112.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2113.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2113.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2114.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2114.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2115.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2115.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2116.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2116.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2117.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2117.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2118.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2118.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2119.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2119.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2120.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2120.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2121.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2121.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2122.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2122.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2123.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2123.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2124.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2124.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2125.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2125.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2126.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2126.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2127.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2127.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2128.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2128.a;Xxxxxxffff;;;;;;;;;;;;;x
VIETmisc.2129.desc;xxxxx;;;;;;;;;;;x
VIETmisc.2129.a;Xxxxxxffff;;;;;;;;;;;;;x
